First Level Product Category,Second Level Product Category,Series,External Model,Internal Model,Description,Part No.
Access Control&Time Attendance,Access Control,Access Control,DHI-ASC4204C-D,DHI-ASC4204C-D,"Adopts Linux and comes with a webpage.
Supports 100,000 users, 100,000 passwords, 100,000 cards, 10,000 fingerprints, and 500,000 access records.
Supports multiple unlock methods including card, password, fingerprint and QR code. You can also combine them to create your own personal unlock methods. 
Supports RS-485 card reader and Wiegand card reader. 
Offers multiple types of alarms such as duress, tamper, intrusion, unlock timeout, excessive use of illegal card, mains electricity power failure and undervoltage.
Supports anti-passback, multi-door interlock, multi-person unlock, first-card unlock and remote verification.
Supplies power to 4 locks (12 V, 1.2 A or lower) and 8 card readers (12 V, 500 mA or lower) at the same time.
Supports charging and discharging the battery. The battery is sold separately, but a space was reserved for it that is 157 mm ¡Á 127 mm ¡Á 75 mm (6.18"" ¡Á 5.00"" ¡Á 2.95"") (L ¡Á W ¡Á H). 
Features the fire alarm linkage. The device must be connected to the alarm input port and the corresponding linkage must be configured.
Fire safety control linkage can be accessed through the independent port.
Supports TCP/IP connection, auto registration, P2P registration and DHCP.
Compatible with the platforms of SmartPSS Lite, DSS Pro and DMSS.",1.0.01.25.12392
Access Control&Time Attendance,Access Control,Access Control,DHI-ASC4204C-D,DHI-ASC4204C-D,"Adopts Linux and comes with a webpage.
Supports 100,000 users, 100,000 passwords, 100,000 cards, 10,000 fingerprints, and 500,000 access records.
Supports multiple unlock methods including card, password, fingerprint and QR code. You can also combine them to create your own personal unlock methods. 
Supports RS-485 card reader and Wiegand card reader. 
Offers multiple types of alarms such as duress, tamper, intrusion, unlock timeout, excessive use of illegal card, mains electricity power failure and undervoltage.
Supports anti-passback, multi-door interlock, multi-person unlock, first-card unlock and remote verification.
Supplies power to 4 locks (12 V, 1.2 A or lower) and 8 card readers (12 V, 500 mA or lower) at the same time.
Supports charging and discharging the battery. The battery is sold separately, but a space was reserved for it that is 157 mm ¡Á 127 mm ¡Á 75 mm (6.18"" ¡Á 5.00"" ¡Á 2.95"") (L ¡Á W ¡Á H). 
Features the fire alarm linkage. The device must be connected to the alarm input port and the corresponding linkage must be configured.
Fire safety control linkage can be accessed through the independent port.
Supports TCP/IP connection, auto registration, P2P registration and DHCP.
Compatible with the platforms of SmartPSS Lite, DSS Pro and DMSS.",1.0.01.25.12392-9001
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR1100B-V1,DHI-ASR1100B-V1,"Supports unlock through card for ease of use.
Contactless card reading. Supports reading Mifare?cards?(IC card). 
Reads card at a 13.56 MHz frequency.
Supports RS-485 and Wiegand communication.
The Wiegand port supports W34 protocol and other custom protocols for compatability with third-party products.
The device can be updated through the webpage.
Triggers sound alarms and the indicator light.
All the ports come with overcurrent and overvoltage protection.
Cables can be installed on surfaces, and the internal segment of the device has a sealant treatment.
IP67 rated (silicon surface treatment needed). The device is suitable for outdoor scenes.",1.0.01.25.11672-0005
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR1100B-D-V1,DHI-ASR1100B-D-V1,"Offers unlock through card for ease of use.
Contactless ID card reading.
Reads cards at a 125 KHz frequency.
Supports RS-485  and Wiegand communication.
The Wiegand port supports W34 protocol and other custom protocols for compatability with third-party products.
The device can be updated through the webpage.
Triggers sound alarms and the indicator light.
All the ports come with overcurrent and overvoltage protection.
Cables can be installed on surfaces, and the internal segment of the device has a sealant treatment.
IP67 rated (silicon surface treatment needed). The device is suitable for outdoor scenes.",1.0.01.25.11674-9003
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR1101M-V1,DHI-ASR1101M-V1,"The Zinc alloy panel is secure and durable. 
The metal keypad has a backlight and makes a beeping sound each time you press a key on it.
High-performance 8-bit processor.
3 identity verification modes: Card, password, and a combination of card and password.
Contactless card reading. Supports reading Mifare cards (IC card).
Works at a frequency of 13.56 MHz.
RS-485 and Wiegand communication.
Highly compatible with third-party products, the device supports the W26 and W34 Wiegand interface, with W34 as the default.
Provides online updates.
Buzzer and indicator light.
Lightning-proof, antistatic, and anti-short-circuit design.
Built-in dongle software ensures long-term operation of the device.
Tamper alarm.
Overcurrent and overvoltage protection for all interfaces.
IK08 rated.
Operating temperature is ¨C10 ¡ãC to +55 ¡ãC, and the operating humidity is less than 95%.
Supports surface mount and flush mount (86 mount box is required).",1.0.01.25.11661-9001
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR1101M-D-V1,DHI-ASR1101M-D-V1,"The Zinc alloy panel is secure and durable. 
The metal keypad has a backlight and makes a beeping sound each time you press a key on it.
High-performance 8-bit processor.
3 identity verification modes: Card, password, and a combination of card and password.
Contactless card reading. Supports reading ID cards.
Works at a frequency of 125 kHz.
RS-485 and Wiegand communication.
Highly compatible with third-party products, the device supports the W26 and W34 Wiegand interface, with W34 as the default.
Provides online updates.
Buzzer and indicator light.
Lightning-proof, antistatic, and anti-short-circuit design.
Built-in dongle software ensures long-term operation of the device.
Tamper alarm.
Overcurrent and overvoltage protection for all interfaces.
IK08 rated.
Operating temperature is ¨C10 ¡ãC to +55 ¡ãC, and the operating humidity is less than 95%.
Supports surface mount and flush mount (86 mount box is required).",1.0.01.25.11663-0004
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR1102A(V3),DHI-ASR1102A(V3),"Blue backlight for better user experience.
4 identity verification modes: Card, fingerprint, card or fingerprint, and a combination of card and password.
Contactless card reading. Supports reading Mifare cards (IC card).
Works at a frequency of 13.56 MHz.
360¡ã fingerprint recognition.
1:N fingerprint matching.
Fingerprint capacity: 3,000.
Fingerprint recognition response time¡Ü 0.5 s.
Fingerprint recognition time¡Ü 1.5 s.
Fingerprint acceptance rate (FAR)¡Ü 0.00004£¥ and false rejection rate (FRR)¡Ü 0.15£¥.
RS-485 communication.
Provides online updates.
Built-in dongle software ensures long-term operation of the device.
Tamper alarm.
Overcurrent and overvoltage protection for all interfaces.
Operating temperature is ¨C10 ¡ãC to +55 ¡ãC, and the operating humidity is less than 95%.",1.0.01.25.11706-9001
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR1102A-D(V3),DHI-ASR1102A-D(V3),"Blue backlight for better user experience.
4 identity verification modes: Card, fingerprint, card or fingerprint, and a combination of card and fingerprint.
Contactless card reading. Supports reading ID cards.
Works at a frequency of 125 kHz.
360¡ã fingerprint recognition.
1:N fingerprint matching.
Fingerprint capacity: 3,000.
Fingerprint recognition response time¡Ü 0.5 s.
Fingerprint recognition time¡Ü 1.5 s.
Fingerprint acceptance rate (FAR)¡Ü 0.00004£¥ and false rejection rate (FRR)¡Ü 0.15£¥.
RS-485 communication.
Provides online updates.
Built-in dongle software ensures long-term operation of the device.
Tamper alarm.
Overcurrent and overvoltage protection for all interfaces.
Operating temperature is ¨C10 ¡ãC to +55 ¡ãC, and the operating humidity is less than 95%.",1.0.01.25.11708-9002
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR1200E,DHI-ASR1200E,"Made from ABS materials.
Contactless card reading for Mifare cards such as IC card.
Communicates through RS-485 and Wiegand34 protocols.
Buzzer and indicator light.
Offers overcurrent and overvoltage protection.
Protects against lightning and short circuits, and is antistatic.
Watchdog monitors and controls the device when it behaves abnormally, performing recoveries when necessary to ensure the long-term operation of the device.
IP66 rated.
Suitable for use both indoors and outdoors.
Supports surface mount.",1.0.01.25.10452-0030
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2100A,DHI-ASR2100A,"1. PC material, acrylic panel and IP66, suitable for indoor and outdoor use.
2. Support IC card (Mifare card) recognition in the non-contact way.
3. Support card unlocking.
4. Support RS485 and Wiegand 34 communication.
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11193-0007
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2100A-ME,DHI-ASR2100A-ME,"1. PC material, acrylic panel and IP66, suitable for indoor and outdoor use.
2. Support IC card (Mifare card) and ID card recognition in the non-contact and dual-frequancy way.
3. Support card unlocking.
4. Support RS485 and Wiegand 34 communication.
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11237-9001
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2101A,DHI-ASR2101A,"1. PC material, acrylic panel and IP66, suitable for indoor and outdoor use.
2. Support IC card (Mifare card) recognition in the non-contact way.
3. Support card/password unlocking.
4. Support RS485 and Wiegand 34 communication(Wiegand 26 can be configured).
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11198-0015
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2101A-D,DHI-ASR2101A-D,"1. PC material, acrylic panel and IP66, suitable for indoor and outdoor use.
2. Support ID card recognition in the non-contact way.
3. Support card/password unlocking.
4. Support RS485 and Wiegand 34 communication(Wiegand 26 can be configured).
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11199-0006
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2101A-ME,DHI-ASR2101A-ME,"1. PC material, acrylic panel and IP66, suitable for indoor and outdoor use.
2. Support IC card (Mifare card) and ID card recognition in the non-contact and dual-frequancy way.
3. Support card/password unlocking.
4. Support RS485 and Wiegand 34 communication(Wiegand 26 can be configured).
6. Support buzzer and indicator prompt.
7. Support anti-tampering alarm.
8. The built-in watchdog program can detect and control abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
9. All connection ports have overcurrent and overvoltage protection.
10. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11240-0012
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2102A,DHI-ASR2102A,"1. PC material, acrylic panel and IP65, suitable for indoor and outdoor use.
2. Support IC card (Mifare card) recognition in a non-contact way.
3. Support card/fingerprint unlocking.
4. Support RS-485 communication protocol.
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control the abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11204-0010
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2102A-D,DHI-ASR2102A-D,"1. PC material, acrylic panel and IP65, suitable for indoor and outdoor use.
2. Support ID card recognition in a non-contact way.
3. Support card/fingerprint unlocking.
4. Support RS-485 communication protocol.
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control the abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11205-0004
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2101H-D,DHI-ASR2101H-D,"Card unlock and password unlock.
RS-485 and Wiegand 34 communication (Wiegand 26 can be configured).
Prompts using the buzzer and indicator light.
Tamper alarm.
Watchdog monitors and controls the device when it behaves abnormally, performing recoveries when necessary to ensure the long- term operation of the device.
All the connection ports have overcurrent and overvoltage protection.
IP66 rated.",1.0.01.25.12002-9002
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2100H,DHI-ASR2100H,"Card unlock.
RS-485 and Wiegand 34 communication (Wiegand-26 can be customized).
Prompts using the buzzer and indicator light.
Tamper alarm.
Watchdog monitors and controls the device when it behaves abnormally, performing recoveries when necessary to ensure the long- term operation of the device.
All the connection ports have overcurrent and overvoltage protection.
IP66 rated.",1.0.01.25.12010-9003
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2100H-D,DHI-ASR2100H-D,"Card unlock.
RS-485 and Wiegand 34 communication (Wiegand-26 can be customized).
Prompts using the buzzer and indicator light.
Tamper alarm.
Watchdog monitors and controls the device when it behaves abnormally, performing recoveries when necessary to ensure the long- term operation of the device.
All the connection ports have overcurrent and overvoltage protection.
IP66 rated.",1.0.01.25.12011-9002
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2101H,DHI-ASR2101H,"Card unlock and password unlock.
RS-485 and Wiegand 34 communication (Wiegand 26 can be configured).
Prompts using the buzzer and indicator light.
Tamper alarm.
Watchdog monitors and controls the device when it behaves abnormally, performing recoveries when necessary to ensure the long- term operation of the device.
All the connection ports have overcurrent and overvoltage protection.
IP66 rated.",1.0.01.25.12012-9002
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2200A,DHI-ASR2200A,"1. PC material, tempered glass panel and IP66, suitable for indoor and outdoor use.
2. Support IC card (Mifare card) recognition in a non-contact way.
3. Support card unlocking.
4. Support RS485 and Wiegand 34 communication.
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control the abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11183-0011
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2200A-D,DHI-ASR2200A-D,"1. PC material, tempered glass panel and IP66, suitable for indoor and outdoor use.
2. Support ID card recognition in a non-contact way.
3. Support card unlocking.
4. Support RS485 and Wiegand 34 communication.
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control the abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11184-0009
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2200A-B,DHI-ASR2200A-B,"PC material, tempered glass panel and IP66, suitable for indoor and outdoor use.
Contactless card reading for IC cards (Mifare cards).
Unlock through card swiping and Bluetooth.
Communicates through the RS-485 port, Wiegand port, and Bluetooth.
Prompts using the buzzer and indicator light.
Supports the anti-tampering alarm.
The built-in watchdog program can detect and control the abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
All the connection ports have overcurrent and overvoltage protection.
Works with the DMSS mobile client and ASC3202B.",1.0.01.25.11995-9002
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2201A,DHI-ASR2201A,"1. PC material, tempered glass panel and IP66, suitable for indoor and outdoor use.
2. Support IC card (Mifare card) recognition in a non-contact way.
3. Support card/password unlocking.
4. Support RS485 and Wiegand 34 communication(Wiegand 26 can be configured).
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control the abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11187-0012
Access Control&Time Attendance,Access Control,Access Control,DHI-ASR2201A-D,DHI-ASR2201A-D,"1. PC material, tempered glass panel and IP66, suitable for indoor and outdoor use.
2. Support ID card recognition in a non-contact way.
3. Support card/password unlocking.
4. Support RS485 and Wiegand 34 communication(Wiegand 26 can be configured).
5. Support buzzer and indicator prompt.
6. Support anti-tampering alarm.
7. The built-in watchdog program can detect and control the abnormal operation status of the equipment and perform recovery processing to ensure the long-term operation of the equipment.
8. All connection ports have overcurrent and overvoltage protection.
9. Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11188-0007
Access Control&Time Attendance,Time Attendance,Access Control,DHI-ASA1222E-S,DHI-ASA1222EL-S,"Built with 16 mechanical buttons, a 2.4 inch LCD display and has a user friendly interface.
Personnel can clock in and out with fingerprint, password and others.
Supports up to 1,000 users, 2,000 fingerprints, 1,000 passwords,100,000 attendance records.
The shifts of users and departments can be arranged on a weekly and monthly basis, and each shift can have 2 periods and 1 overtime period.
Provides scheduled reminders accompanied with a ring.
Imports and exports data from the USB flash drive, such a data on personnel, fingerprints, attendance and configurations.
Supports voice prompt.
Sends attendance records to the SmartPSS Lite client through the network.
Updates the firmware through the Internet and USB flash drive.",1.0.01.25.11954-9004
Access Control&Time Attendance,Time Attendance,Access Control,DHI-ASA2212GL-MEW,DHI-ASA2212GL-MEW,"Built of PC and ABS material, and comes with 2.4"" LCD with a resolution of 240 (H) ¡Á 320 (V).
Built-in rechargeable lithium battery, which can be used for about 3 hours after being fully charged.
Convenient to configure through its webpage that is accessible to both computers and mobile devices. 
Attendance can be marked through card(IC,ID), password and fingerprint.
Supports 3,000 users, 3,000 cards, 3,000 fingerprints, and 100,000 attendence records.
Supports configuring up to 20 departments, and 24 shifts directly on the device. Each shift can contain 2 working periods, and 1 overtime period.
Features voice prompts.
Supports importing and exporting information on people, cards, shifts, and schedules through the USB flash drive.
Supports TCP/IP connection, auto registration, P2P registration and DHCP.
Online update and update through USB.",1.0.01.25.12381-9002
Access Control&Time Attendance,Modules,Access Control,DHI-ASM100,DHI-ASM100-V1,"PC+ABS material, applicable for indoor scenarios.
Supports Mifare card (IC card).
USB2.0 port and plug-and-play. No need to install driver.
Dual-color LED indicator and buzzer prompt when issuing card is successful or failed.
Management platform: SmartPSS lite, DSS Pro and Express.
Applicable to parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11420-0017
Access Control&Time Attendance,Modules,Access Control,DHI-ASM101A,DHI-ASM101A,"1.PC material and acrylic panel suitable for indoor use.
2. Support IC card (Mifare card), ID card issuing, and fingerprint collection
3. USB2.0 interface. Plug and play, no need to install driver.
4. LED indicator and buzzer prompt for successful card issuing and fingerprint collection.
5. Supports SmartPSS lite and DSS Pro platforms.
6. Suitable for parks, high-end office buildings, financial buildings, insurance buildings, schools, factories, venues, CBD business centers, high-end residential areas, high-level government departments, maritime safety bureaus, etc.",1.0.01.25.11209-0014
Access Control&Time Attendance,Accessories,Access Control,DHI-ASB1C-B,DHI-ASB1C-B,"Made from galvanized steel plate, it is elegant and durable.
Supports receiving power from mains electricity and its storage battery.
Reports multiple types of events such as main electricity failure, main electricity recovery, and tampering when used with the Access Controller. This function is only available on select models.
Supports firmware update when used with the Access Controller. This function is only available on select models.
Built-in air circuit breaker that limits the current and protects the device from electricity leakage and short circuits.
Built-in illuminator.
Outputs anti-tampering alarms when used with Access Controller. This function is only available on select models.",1.0.01.25.12116-9001
Access Control&Time Attendance,Accessories,Access Control,DHI-ASF280A,DHI-ASF280A,">  280KG Anti-pull
>  Built-in reverse current protection device(MOV)
>  Aluminum shell with high strength alloy material 
>  Electromagnetic suction work completely, there is no mechanical failure
>  Can be set DC12V or DC24V
>  The residual magnetic design proof, wear materials
>  Double lock body insulation treatment",1.2.01.27.10287
Access Control&Time Attendance,Accessories,Access Control,DHI-ASF500A,DHI-ASF500A,">  500KG Anti-pull
>  Built-in reverse current protection device(MOV)
>  Aluminum shell with high strength alloy material 
>  Electromagnetic suction work completely, there is no      mechanical failure
>  Can be set DC12V or DC24V
>  The residual magnetic design proof, wear materials
>  Double lock body insulation treatment",1.2.01.27.10291
Access Control&Time Attendance,Accessories,Access Control,DHI-ASF500B,DHI-ASF500B,"> 500KG * 2  Anti-pull
> Built-in reverse current protection device(MOV)
> Aluminum shell with high strength alloy material 
> Electromagnetic suction work completely, there is no mechanical failure
> Can be set DC12V or DC24V
> The residual magnetic design proof, wear materials
> Double lock body insulation treatment",1.2.01.27.10292
Access Control&Time Attendance,Accessories,Access Control,DHI-ASF601A,DHI-ASF601A,"> Direction: don't need to distinguish the door direction, left and right sides, both inside and outside the door, can be universal
> Automatic close: unlock if you don't open the door, delay lock automatically after 15 second
> Without collision: close the door automatically locked without noise
> Low power consumption: Power consumption is only equivalent to one 5 of the electric control lock
> Service life of up to 350000 times
> The lock and close the door when a voice prompt",1.2.01.27.10293
Access Control&Time Attendance,Accessories,Access Control,DHI-ASF802,DHI-ASF802,"> Photoelectric control technology to prevent the mechanical failure
> Ultra-low temperature design, more safe and more durable
> Ultra low power design, more durable and more environmental protection 
> 500,000 electricity aging test
> Built-in reverse current protection circuit
> A microprocessor chip control circuit",1.2.01.27.10289
Access Control&Time Attendance,Turnstiles,Pedestrian Turnstile,DHI-ASGB210Y-L,DHI-ASGB210Y-L,"304 stainless steel cabinet with a thickness of 1.2 mm.
Includes 8 pairs of IR detectors.
Brushless DC servomotor.
Automatically locks when the unlock time expires.
Sound and light alarm with adjustable volume.
Acrylic arm with a length of 600 mm.
MCBF (Mean Cycles between Failures) is higher than 3 million times.
Supports normally opening the fire passage and outputting alarm signals.
Offers mechanical anti-squeeze and IR anti-squeeze.
Supports anti-collision.
Offers 4 security level modes that are suitable for different scenes.
Features 9 combinations of passage modes. You can build the combinations using  authorized, prohibited and free for entry and exit.
Supports configuring the speed it opens and closes, passing time for people, and delaying the closing time.
Supports second authentication, and memorizing passing data for entry and exit.
Supports people counting.
The sound and light alarm are triggered when the system detects events such as intrusion, tailing, reverse intrusion, staying in area, abnormal unlock, jumping the barrier, barrier failure and IR fault.
Supports combining multiple authentication methods together such as card reader board, face, fingerprint, QR code and CPU card to create a variety of authentication methods.
Comes with an energy storage capacitor. When the device is turned off, the arm automatically opens.",1.0.01.25.12081
Access Control&Time Attendance,Turnstiles,Pedestrian Turnstile,DHI-ASGB210Y-R,DHI-ASGB210Y-R,"304 stainless steel cabinet with a thickness of 1.2 mm.
Includes 8 pairs of IR detectors.
Brushless DC servomotor.
Automatically locks when the unlock time expires.
Sound and light alarm with adjustable volume.
Acrylic arm with a length of 600 mm.
MCBF (Mean Cycles between Failures) is higher than 3 million times.
Supports normally opening the fire passage and outputting alarm signals.
Offers mechanical anti-squeeze and IR anti-squeeze.
Supports anti-collision.
Offers 4 security level modes that are suitable for different scenes.
Features 9 combinations of passage modes. You can build the combinations using  authorized, prohibited and free for entry and exit.
Supports configuring the speed it opens and closes, passing time for people, and delaying the closing time.
Supports second authentication, and memorizing passing data for entry and exit.
Supports people counting.
The sound and light alarm are triggered when the system detects events such as intrusion, tailing, reverse intrusion, staying in area, abnormal unlock, jumping the barrier, barrier failure and IR fault.
Supports combining multiple authentication methods together such as card reader board, face, fingerprint, QR code and CPU card to create a variety of authentication methods.
Comes with an energy storage capacitor. When the device is turned off, the arm automatically opens.",1.0.01.25.12079
Access Control&Time Attendance,Turnstiles,Pedestrian Turnstile,DHI-ASGB220Y-D,DHI-ASGB220Y-D,"304 stainless steel cabinet with a thickness of 1.2 mm.
Includes 8 pairs of IR detectors.
Brushless DC servomotor.
Automatically locks when the unlock time expires.
Sound and light alarm with adjustable volume.
Acrylic arm with a length of 600 mm.
MCBF (Mean Cycles between Failures) is higher than 3 million times.
Supports normally opening the fire passage and outputting alarm signals.
Offers mechanical anti-squeeze and IR anti-squeeze.
Supports anti-collision.
Offers 4 security level modes that are suitable for different scenes.
Features 9 combinations of passage modes. You can build the combinations using  authorized, prohibited and free for entry and exit.
Supports configuring the speed it opens and closes, passing time for people, and delaying the closing time.
Supports second authentication, and memorizing passing data for entry and exit.
Supports people counting.
The sound and light alarm are triggered when the system detects events such as intrusion, tailing, reverse intrusion, staying in area, abnormal unlock, jumping the barrier, barrier failure and IR fault.
Supports combining multiple authentication methods together such as card reader board, face, fingerprint, QR code and CPU card to create a variety of authentication methods.
Comes with an energy storage capacitor. When the device is turned off, the arm automatically opens.",1.0.01.25.12080
Access Control&Time Attendance,Turnstiles,Pedestrian Turnstile,DHI-ASGB210Z-L,DHI-ASGB210Z-L,"304 stainless steel cabinet with a thickness of 1.2 mm.
Uses a DC Brushless servo motor.
Auto closes barriers when no one enters the turnstile after the specified time.
Restores the system parameters to the default values.
Buzzer alarms.
MCBF (Mean Cycles between Failures) is higher than 3 million times.
Supports normally opening the fire passage and outputting alarm signals.
Offers mechanical anti-squeeze and anti-collision functions.
Supports authorized passage mode.
Supports configuring the speed it opens and closes, passing time for people, and closing delay time.
Supports second authentication.",1.0.99.68.10135
Access Control&Time Attendance,Turnstiles,Pedestrian Turnstile,DHI-ASGB210Z-R,DHI-ASGB210Z-R,"304 stainless steel cabinet with a thickness of 1.2 mm.
Uses a DC Brushless servo motor.
Auto closes barriers when no one enters the turnstile after the specified time.
Restores the system parameters to the default values.
Buzzer alarms.
MCBF (Mean Cycles between Failures) is higher than 3 million times.
Supports normally opening the fire passage and outputting alarm signals.
Offers mechanical anti-squeeze and anti-collision functions.
Supports authorized passage mode.
Supports configuring the speed it opens and closes, passing time for people, and closing delay time.
Supports second authentication.",1.0.99.68.10136
Access Control&Time Attendance,Turnstiles,Pedestrian Turnstile,DHI-ASGB211Z-R,DHI-ASGB211Z-R,"304 stainless steel cabinet with a thickness of 1.2 mm.
Uses a DC Brushless servo motor.
Auto closes barriers when no one enters the turnstile after the specified time.
Restores the system parameters to the default values.
Buzzer alarms.
MCBF (Mean Cycles between Failures) is higher than 3 million times.
Supports normally opening the fire passage and outputting alarm signals.
Offers mechanical anti-squeeze and anti-collision functions.
Supports authorized passage mode.
Supports configuring the speed it opens and closes, passing time for people, and closing delay time.
Supports second authentication.",1.0.99.68.10138
Access Control&Time Attendance,Turnstiles,Pedestrian Turnstile,DHI-ASGB211Z-L,DHI-ASGB211Z-L,"304 stainless steel cabinet with a thickness of 1.2 mm.
Uses a DC Brushless servo motor.
Auto closes barriers when no one enters the turnstile after the specified time.
Restores the system parameters to the default values.
Buzzer alarms.
MCBF (Mean Cycles between Failures) is higher than 3 million times.
Supports normally opening the fire passage and outputting alarm signals.
Offers mechanical anti-squeeze and anti-collision functions.
Supports authorized passage mode.
Supports configuring the speed it opens and closes, passing time for people, and closing delay time.
Supports second authentication.",1.0.99.68.10137
